question_no,question_type,question_text,options,answer,remote_ques_id,mcq_url,written_url,source_name,scraped_at
13,written,"“শিল্প সমাজকর্মী মালিক-শ্রমিকের সম্পর্কের মধ্যস্থতাকারী""-বুঝিয়ে লেখ।","{""options"": [], ""images"": [], ""marker"": ""খ"", ""li_text"": ""(খ) “শিল্প সমাজকর্মী মালিক-শ্রমিকের সম্পর্কের মধ্যস্থতাকারী\""-বুঝিয়ে লেখ। ২ Ans"", ""question_href"": ""https://sattacademy.com/question/%E0%A6%B6%E0%A6%BF%E0%A6%B2%E0%A7%8D%E0%A6%AA-%E0%A6%B8%E0%A6%AE%E0%A6%BE%E0%A6%9C%E0%A6%95%E0%A6%B0%E0%A7%8D%E0%A6%AE%E0%A7%80-%E0%A6%AE%E0%A6%BE%E0%A6%B2%E0%A6%BF%E0%A6%95%E0%A6%B6%E0%A7%8D%E0%A6%B0%E0%A6%AE%E0%A6%BF%E0%A6%95%E0%A7%87%E0%A6%B0-%E0%A6%B8%E0%A6%AE%E0%A7%8D%E0%A6%AA%E0%A6%B0%E0%A7%8D%E0%A6%95%E0%A7%87%E0%A6%B0-%E0%A6%AE%E0%A6%A7%E0%A7%8D%E0%A6%AF%E0%A6%B8%E0%A7%8D%E0%A6%A5%E0%A6%A4%E0%A6%BE%E0%A6%95%E0%A6%BE%E0%A6%B0%E0%A7%80%E0%A6%AC%E0%A7%81%E0%A6%9D%E0%A6%BF%E0%A7%9F%E0%A7%87-%E0%A6%B2%E0%A7%87%E0%A6%96""}",,,https://sattacademy.com/board-exams/social-work-2nd-paper-hsc-combined-boardall-2026/mcq,https://sattacademy.com/board-exams/social-work-2nd-paper-hsc-combined-boardall-2026/written,sattacademy,2026-09-15T18:38:16+00:00
14,written,উদ্দীপকে গ্রাম থেকে আসা রোগীদের সমস্যা সমাধানে সমাজকর্মের কোন শাখা কাজ করতে পারে? ব্যাখ্যা কর।,"{""options"": [], ""images"": [], ""marker"": ""গ"", ""li_text"": ""(গ) উদ্দীপকে গ্রাম থেকে আসা রোগীদের সমস্যা সমাধানে সমাজকর্মের কোন শাখা কাজ করতে পারে? ব্যাখ্যা কর। ৩ Ans"", ""question_href"": ""https://sattacademy.com/question/%E0%A6%89%E0%A6%A6%E0%A7%8D%E0%A6%A6%E0%A7%80%E0%A6%AA%E0%A6%95%E0%A7%87-%E0%A6%97%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%AE-%E0%A6%A5%E0%A7%87%E0%A6%95%E0%A7%87-%E0%A6%86%E0%A6%B8%E0%A6%BE-%E0%A6%B0%E0%A7%8B%E0%A6%97%E0%A7%80%E0%A6%A6%E0%A7%87%E0%A6%B0-%E0%A6%B8%E0%A6%AE%E0%A6%B8%E0%A7%8D%E0%A6%AF%E0%A6%BE-%E0%A6%B8%E0%A6%AE%E0%A6%BE%E0%A6%A7%E0%A6%BE%E0%A6%A8%E0%A7%87-%E0%A6%B8%E0%A6%AE%E0%A6%BE%E0%A6%9C%E0%A6%95%E0%A6%B0%E0%A7%8D%E0%A6%AE%E0%A7%87%E0%A6%B0-%E0%A6%95%E0%A7%8B%E0%A6%A8-%E0%A6%B6%E0%A6%BE%E0%A6%96%E0%A6%BE-%E0%A6%95%E0%A6%BE%E0%A6%9C-%E0%A6%95%E0%A6%B0%E0%A6%A4%E0%A7%87-%E0%A6%AA%E0%A6%BE%E0%A6%B0%E0%A7%87""}",,,https://sattacademy.com/board-exams/social-work-2nd-paper-hsc-combined-boardall-2026/mcq,https://sattacademy.com/board-exams/social-work-2nd-paper-hsc-combined-boardall-2026/written,sattacademy,2026-09-15T18:38:16+00:00
15,written,'X' সংগঠনের কাজ সমাজকর্মের কোন শাখার কাজের সাথে সাদৃশ্যপূর্ণ তা উল্লেখপূর্বক এর গুরুত্ব বিশ্লেষণ কর।,"{""options"": [], ""images"": [], ""marker"": ""ঘ"", ""li_text"": ""(ঘ) 'X' সংগঠনের কাজ সমাজকর্মের কোন শাখার কাজের সাথে সাদৃশ্যপূর্ণ তা উল্লেখপূর্বক এর গুরুত্ব বিশ্লেষণ কর। ৪ Ans"", ""question_href"": ""https://sattacademy.com/question/x-%E0%A6%B8%E0%A6%82%E0%A6%97%E0%A6%A0%E0%A6%A8%E0%A7%87%E0%A6%B0-%E0%A6%95%E0%A6%BE%E0%A6%9C-%E0%A6%B8%E0%A6%AE%E0%A6%BE%E0%A6%9C%E0%A6%95%E0%A6%B0%E0%A7%8D%E0%A6%AE%E0%A7%87%E0%A6%B0-%E0%A6%95%E0%A7%8B%E0%A6%A8-%E0%A6%B6%E0%A6%BE%E0%A6%96%E0%A6%BE%E0%A6%B0-%E0%A6%95%E0%A6%BE%E0%A6%9C%E0%A7%87%E0%A6%B0-%E0%A6%B8%E0%A6%BE%E0%A6%A5%E0%A7%87-%E0%A6%B8%E0%A6%BE%E0%A6%A6%E0%A7%83%E0%A6%B6%E0%A7%8D%E0%A6%AF%E0%A6%AA%E0%A7%82%E0%A6%B0%E0%A7%8D%E0%A6%A3-%E0%A6%A4%E0%A6%BE-%E0%A6%89%E0%A6%B2%E0%A7%8D%E0%A6%B2%E0%A7%87%E0%A6%96%E0%A6%AA%E0%A7%82%E0%A6%B0%E0%A7%8D%E0%A6%AC%E0%A6%95-%E0%A6%8F%E0%A6%B0-%E0%A6%97%E0%A7%81""}",,,https://sattacademy.com/board-exams/social-work-2nd-paper-hsc-combined-boardall-2026/mcq,https://sattacademy.com/board-exams/social-work-2nd-paper-hsc-combined-boardall-2026/written,sattacademy,2026-09-15T18:38:16+00:00
16,written,"'X' একটি সামাজিক সমস্যা। এটি বাংলাদেশের এক নম্বর সমস্যা। নারী শিক্ষা, নারী কর্মসংস্থান ও পরিবার পরিকল্পনা কর্মসূচি গ্রহণের মাধ্যমে এটি সমাধান করা যায়। 'Y' আরেকটি সামাজিক সমস্যা যা সঙ্গদোষ, হতাশা, বেকারত্ব ইত্যাদির কারণে হয়। আইন প্রণয়ন ও বাস্তবায়নের মাধ্যমে এটি সমাধান করা যায়।","{""options"": [], ""images"": [], ""marker"": ""৪"", ""li_text"": ""(৪) 'X' একটি সামাজিক সমস্যা। এটি বাংলাদেশের এক নম্বর সমস্যা। নারী শিক্ষা, নারী কর্মসংস্থান ও পরিবার পরিকল্পনা কর্মসূচি গ্রহণের মাধ্যমে এটি সমাধান করা যায়। 'Y' আরেকটি সামাজিক সমস্যা যা সঙ্গদোষ, হতাশা, বেকারত্ব ইত্যাদির কারণে হয়। আইন প্রণয়ন ও বাস্তবায়নের মাধ্যমে এটি সমাধান করা যায়। এইচএসসি সমাজকর্ম ২য় পত্র সমন্বিত বোর্ড (সকল) - 2026 0 22"", ""question_href"": ""https://sattacademy.com/question/x-%E0%A6%8F%E0%A6%95%E0%A6%9F%E0%A6%BF-%E0%A6%B8%E0%A6%BE%E0%A6%AE%E0%A6%BE%E0%A6%9C%E0%A6%BF%E0%A6%95-%E0%A6%B8%E0%A6%AE%E0%A6%B8%E0%A7%8D%E0%A6%AF%E0%A6%BE-%E0%A6%8F%E0%A6%9F%E0%A6%BF-%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE%E0%A6%A6%E0%A7%87%E0%A6%B6%E0%A7%87%E0%A6%B0-%E0%A6%8F%E0%A6%95-%E0%A6%A8%E0%A6%AE%E0%A7%8D%E0%A6%AC%E0%A6%B0-%E0%A6%B8%E0%A6%AE%E0%A6%B8%E0%A7%8D%E0%A6%AF%E0%A6%BE-%E0%A6%A8%E0%A6%BE%E0%A6%B0%E0%A7%80-%E0%A6%B6%E0%A6%BF%E0%A6%95%E0%A7%8D%E0%A6%B7%E0%A6%BE-%E0%A6%A8%E0%A6%BE%E0%A6%B0%E0%A7%80-%E0%A6%95%E0%A6%B0%E0%A7%8D%E0%A6%AE%E0%A6%B8%E0%A6%82%E0%A6%B8%E0%A7%8D%E0%A6%A5%E0%A6%BE""}",,,https://sattacademy.com/board-exams/social-work-2nd-paper-hsc-combined-boardall-2026/mcq,https://sattacademy.com/board-exams/social-work-2nd-paper-hsc-combined-boardall-2026/written,sattacademy,2026-09-15T18:38:16+00:00
17,written,বেকারত্ব কী?,"{""options"": [], ""images"": [], ""marker"": ""ক"", ""li_text"": ""(ক) বেকারত্ব কী? ১ Ans"", ""question_href"": ""https://sattacademy.com/question/%E0%A6%AC%E0%A7%87%E0%A6%95%E0%A6%BE%E0%A6%B0%E0%A6%A4%E0%A7%8D%E0%A6%AC-%E0%A6%95%E0%A7%80-21258""}",,21258,https://sattacademy.com/board-exams/social-work-2nd-paper-hsc-combined-boardall-2026/mcq,https://sattacademy.com/board-exams/social-work-2nd-paper-hsc-combined-boardall-2026/written,sattacademy,2026-09-15T18:38:16+00:00
18,written,সামাজিক সমস্যার একটি কারণ ব্যাখ্যা কর।,"{""options"": [], ""images"": [], ""marker"": ""খ"", ""li_text"": ""(খ) সামাজিক সমস্যার একটি কারণ ব্যাখ্যা কর। ২ Ans"", ""question_href"": ""https://sattacademy.com/question/%E0%A6%B8%E0%A6%BE%E0%A6%AE%E0%A6%BE%E0%A6%9C%E0%A6%BF%E0%A6%95-%E0%A6%B8%E0%A6%AE%E0%A6%B8%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%B0-%E0%A6%8F%E0%A6%95%E0%A6%9F%E0%A6%BF-%E0%A6%95%E0%A6%BE%E0%A6%B0%E0%A6%A3-%E0%A6%AC%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%96%E0%A7%8D%E0%A6%AF%E0%A6%BE-%E0%A6%95%E0%A6%B0""}",,,https://sattacademy.com/board-exams/social-work-2nd-paper-hsc-combined-boardall-2026/mcq,https://sattacademy.com/board-exams/social-work-2nd-paper-hsc-combined-boardall-2026/written,sattacademy,2026-09-15T18:38:16+00:00
19,written,'X' দ্বারা কোন সামাজিক সমস্যাকে ইঙ্গিত করা হয়েছে? ব্যাখ্যা কর।,"{""options"": [], ""images"": [], ""marker"": ""গ"", ""li_text"": ""(গ) 'X' দ্বারা কোন সামাজিক সমস্যাকে ইঙ্গিত করা হয়েছে? ব্যাখ্যা কর। ৩ Ans"", ""question_href"": ""https://sattacademy.com/question/x-%E0%A6%A6%E0%A7%8D%E0%A6%AC%E0%A6%BE%E0%A6%B0%E0%A6%BE-%E0%A6%95%E0%A7%8B%E0%A6%A8-%E0%A6%B8%E0%A6%BE%E0%A6%AE%E0%A6%BE%E0%A6%9C%E0%A6%BF%E0%A6%95-%E0%A6%B8%E0%A6%AE%E0%A6%B8%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%95%E0%A7%87-%E0%A6%87%E0%A6%99%E0%A7%8D%E0%A6%97%E0%A6%BF%E0%A6%A4-%E0%A6%95%E0%A6%B0%E0%A6%BE-%E0%A6%B9%E0%A7%9F%E0%A7%87%E0%A6%9B%E0%A7%87-%E0%A6%AC%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%96%E0%A7%8D%E0%A6%AF%E0%A6%BE-%E0%A6%95%E0%A6%B0""}",,,https://sattacademy.com/board-exams/social-work-2nd-paper-hsc-combined-boardall-2026/mcq,https://sattacademy.com/board-exams/social-work-2nd-paper-hsc-combined-boardall-2026/written,sattacademy,2026-09-15T18:38:16+00:00
20,written,'Y' দ্বারা যে সামাজিক সমস্যাকে নির্দেশ করা হয়েছে তা চিহ্নিত করে এর প্রভাব বর্ণনা কর।,"{""options"": [], ""images"": [], ""marker"": ""ঘ"", ""li_text"": ""(ঘ) 'Y' দ্বারা যে সামাজিক সমস্যাকে নির্দেশ করা হয়েছে তা চিহ্নিত করে এর প্রভাব বর্ণনা কর। ৪ Ans"", ""question_href"": ""https://sattacademy.com/question/y-%E0%A6%A6%E0%A7%8D%E0%A6%AC%E0%A6%BE%E0%A6%B0%E0%A6%BE-%E0%A6%AF%E0%A7%87-%E0%A6%B8%E0%A6%BE%E0%A6%AE%E0%A6%BE%E0%A6%9C%E0%A6%BF%E0%A6%95-%E0%A6%B8%E0%A6%AE%E0%A6%B8%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%95%E0%A7%87-%E0%A6%A8%E0%A6%BF%E0%A6%B0%E0%A7%8D%E0%A6%A6%E0%A7%87%E0%A6%B6-%E0%A6%95%E0%A6%B0%E0%A6%BE-%E0%A6%B9%E0%A7%9F%E0%A7%87%E0%A6%9B%E0%A7%87-%E0%A6%A4%E0%A6%BE-%E0%A6%9A%E0%A6%BF%E0%A6%B9%E0%A7%8D%E0%A6%A8%E0%A6%BF%E0%A6%A4-%E0%A6%95%E0%A6%B0%E0%A7%87-%E0%A6%8F%E0%A6%B0-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%AD%E0%A6%BE%E0%A6%AC-%E0%A6%AC%E0%A6%B0%E0%A7%8D%E0%A6%A3%E0%A6%A8%E0%A6%BE-%E0%A6%95""}",,,https://sattacademy.com/board-exams/social-work-2nd-paper-hsc-combined-boardall-2026/mcq,https://sattacademy.com/board-exams/social-work-2nd-paper-hsc-combined-boardall-2026/written,sattacademy,2026-09-15T18:38:16+00:00
21,written,"বাংলাদেশ একটি শান্তিপ্রিয় দেশ। জননিরাপত্তা নিশ্চিত করতে আইন-শৃঙ্খলা রক্ষা করা, অপরাধ দমন ও অপরাধীদের গ্রেপ্তার করা এবং যে কোনো জরুরি অবস্থায় সরকার ও জনগণকে সাহায্য করতে বাংলাদেশে একটি সামাজিক প্রতিষ্ঠান দিনরাত কাজ করে যাচ্ছে।","{""options"": [], ""images"": [], ""marker"": ""৫"", ""li_text"": ""(৫) বাংলাদেশ একটি শান্তিপ্রিয় দেশ। জননিরাপত্তা নিশ্চিত করতে আইন-শৃঙ্খলা রক্ষা করা, অপরাধ দমন ও অপরাধীদের গ্রেপ্তার করা এবং যে কোনো জরুরি অবস্থায় সরকার ও জনগণকে সাহায্য করতে বাংলাদেশে একটি সামাজিক প্রতিষ্ঠান দিনরাত কাজ করে যাচ্ছে। এইচএসসি সমাজকর্ম ২য় পত্র সমন্বিত বোর্ড (সকল) - 2026 0 19"", ""question_href"": ""https://sattacademy.com/question/%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE%E0%A6%A6%E0%A7%87%E0%A6%B6-%E0%A6%8F%E0%A6%95%E0%A6%9F%E0%A6%BF-%E0%A6%B6%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%A4%E0%A6%BF%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%BF%E0%A7%9F-%E0%A6%A6%E0%A7%87%E0%A6%B6-%E0%A6%9C%E0%A6%A8%E0%A6%A8%E0%A6%BF%E0%A6%B0%E0%A6%BE%E0%A6%AA%E0%A6%A4%E0%A7%8D%E0%A6%A4%E0%A6%BE-%E0%A6%A8%E0%A6%BF%E0%A6%B6%E0%A7%8D%E0%A6%9A%E0%A6%BF%E0%A6%A4-%E0%A6%95%E0%A6%B0%E0%A6%A4%E0%A7%87-%E0%A6%86%E0%A6%87%E0%A6%A8%E0%A6%B6%E0%A7%83%E0%A6%99%E0%A7%8D%E0%A6%96%E0%A6%B2%E0%A6%BE-%E0%A6%B0%E0%A6%95%E0%A7%8D%E0%A6%B7%E0%A6%BE-%E0%A6%95%E0%A6%B0%E0%A6%BE-%E0%A6%85%E0%A6%AA%E0%A6%B0%E0%A6%BE""}",,,https://sattacademy.com/board-exams/social-work-2nd-paper-hsc-combined-boardall-2026/mcq,https://sattacademy.com/board-exams/social-work-2nd-paper-hsc-combined-boardall-2026/written,sattacademy,2026-09-15T18:38:16+00:00
22,written,ধর্ম কী?,"{""options"": [], ""images"": [], ""marker"": ""ক"", ""li_text"": ""(ক) ধর্ম কী? ১ Ans"", ""question_href"": ""https://sattacademy.com/question/%E0%A6%A7%E0%A6%B0%E0%A7%8D%E0%A6%AE-%E0%A6%95%E0%A7%80-47224""}",,47224,https://sattacademy.com/board-exams/social-work-2nd-paper-hsc-combined-boardall-2026/mcq,https://sattacademy.com/board-exams/social-work-2nd-paper-hsc-combined-boardall-2026/written,sattacademy,2026-09-15T18:38:16+00:00
23,written,গণমাধ্যমকে সমাজের দর্পণ বলা হয় কেন?,"{""options"": [], ""images"": [], ""marker"": ""খ"", ""li_text"": ""(খ) গণমাধ্যমকে সমাজের দর্পণ বলা হয় কেন? ২ Ans"", ""question_href"": ""https://sattacademy.com/question/%E0%A6%97%E0%A6%A3%E0%A6%AE%E0%A6%BE%E0%A6%A7%E0%A7%8D%E0%A6%AF%E0%A6%AE%E0%A6%95%E0%A7%87-%E0%A6%B8%E0%A6%AE%E0%A6%BE%E0%A6%9C%E0%A7%87%E0%A6%B0-%E0%A6%A6%E0%A6%B0%E0%A7%8D%E0%A6%AA%E0%A6%A3-%E0%A6%AC%E0%A6%B2%E0%A6%BE-%E0%A6%B9%E0%A7%9F-%E0%A6%95%E0%A7%87%E0%A6%A8""}",,,https://sattacademy.com/board-exams/social-work-2nd-paper-hsc-combined-boardall-2026/mcq,https://sattacademy.com/board-exams/social-work-2nd-paper-hsc-combined-boardall-2026/written,sattacademy,2026-09-15T18:38:16+00:00
24,written,উদ্দীপকে কোন সামাজিক প্রতিষ্ঠানের কথা বলা হয়েছে? ব্যাখ্যা কর।,"{""options"": [], ""images"": [], ""marker"": ""গ"", ""li_text"": ""(গ) উদ্দীপকে কোন সামাজিক প্রতিষ্ঠানের কথা বলা হয়েছে? ব্যাখ্যা কর। ৩ Ans"", ""question_href"": ""https://sattacademy.com/question/%E0%A6%89%E0%A6%A6%E0%A7%8D%E0%A6%A6%E0%A7%80%E0%A6%AA%E0%A6%95%E0%A7%87-%E0%A6%95%E0%A7%8B%E0%A6%A8-%E0%A6%B8%E0%A6%BE%E0%A6%AE%E0%A6%BE%E0%A6%9C%E0%A6%BF%E0%A6%95-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%A4%E0%A6%BF%E0%A6%B7%E0%A7%8D%E0%A6%A0%E0%A6%BE%E0%A6%A8%E0%A7%87%E0%A6%B0-%E0%A6%95%E0%A6%A5%E0%A6%BE-%E0%A6%AC%E0%A6%B2%E0%A6%BE-%E0%A6%B9%E0%A7%9F%E0%A7%87%E0%A6%9B%E0%A7%87-%E0%A6%AC%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%96%E0%A7%8D%E0%A6%AF%E0%A6%BE-%E0%A6%95%E0%A6%B0""}",,,https://sattacademy.com/board-exams/social-work-2nd-paper-hsc-combined-boardall-2026/mcq,https://sattacademy.com/board-exams/social-work-2nd-paper-hsc-combined-boardall-2026/written,sattacademy,2026-09-15T18:38:16+00:00
25,written,সামাজিক সমস্যা নিরসনে উক্ত প্রতিষ্ঠানের ভূমিকা যথেষ্ট কিনা? উত্তরের সপক্ষে যুক্তি দাও।,"{""options"": [], ""images"": [], ""marker"": ""ঘ"", ""li_text"": ""(ঘ) সামাজিক সমস্যা নিরসনে উক্ত প্রতিষ্ঠানের ভূমিকা যথেষ্ট কিনা? উত্তরের সপক্ষে যুক্তি দাও। ৪ Ans"", ""question_href"": ""https://sattacademy.com/question/%E0%A6%B8%E0%A6%BE%E0%A6%AE%E0%A6%BE%E0%A6%9C%E0%A6%BF%E0%A6%95-%E0%A6%B8%E0%A6%AE%E0%A6%B8%E0%A7%8D%E0%A6%AF%E0%A6%BE-%E0%A6%A8%E0%A6%BF%E0%A6%B0%E0%A6%B8%E0%A6%A8%E0%A7%87-%E0%A6%89%E0%A6%95%E0%A7%8D%E0%A6%A4-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%A4%E0%A6%BF%E0%A6%B7%E0%A7%8D%E0%A6%A0%E0%A6%BE%E0%A6%A8%E0%A7%87%E0%A6%B0-%E0%A6%AD%E0%A7%82%E0%A6%AE%E0%A6%BF%E0%A6%95%E0%A6%BE-%E0%A6%AF%E0%A6%A5%E0%A7%87%E0%A6%B7%E0%A7%8D%E0%A6%9F-%E0%A6%95%E0%A6%BF%E0%A6%A8%E0%A6%BE-%E0%A6%89%E0%A6%A4%E0%A7%8D%E0%A6%A4%E0%A6%B0%E0%A7%87%E0%A6%B0-%E0%A6%B8%E0%A6%AA%E0%A6%95%E0%A7%8D%E0%A6%B7%E0%A7%87-%E0%A6%AF%E0%A7%81%E0%A6%95%E0%A7%8D%E0%A6%A4%E0%A6%BF""}",,,https://sattacademy.com/board-exams/social-work-2nd-paper-hsc-combined-boardall-2026/mcq,https://sattacademy.com/board-exams/social-work-2nd-paper-hsc-combined-boardall-2026/written,sattacademy,2026-09-15T18:38:16+00:00
26,written,"'X' কাপড়ের ব্যবসা করেন, তার বাবা ধর্মীয় বিধান মেনে বন্ধুর মেয়ের সাথে ' X' এর সংসার গড়ে তোলার সুযোগ করে দেন। ' X' এর বাবা অসৎ উপায়ে অর্থ উপার্জন করেন না, অপরের ক্ষতি সাধন থেকে বিরত থাকেন, সত্য কথা বলেন এবং সাধারণ জীবন যাপন করেন।","{""options"": [], ""images"": [], ""marker"": ""৬"", ""li_text"": ""(৬) 'X' কাপড়ের ব্যবসা করেন, তার বাবা ধর্মীয় বিধান মেনে বন্ধুর মেয়ের সাথে ' X' এর সংসার গড়ে তোলার সুযোগ করে দেন। ' X' এর বাবা অসৎ উপায়ে অর্থ উপার্জন করেন না, অপরের ক্ষতি সাধন থেকে বিরত থাকেন, সত্য কথা বলেন এবং সাধারণ জীবন যাপন করেন। এইচএসসি সমাজকর্ম ২য় পত্র সমন্বিত বোর্ড (সকল) - 2026 0 24"", ""question_href"": ""https://sattacademy.com/question/x-%E0%A6%95%E0%A6%BE%E0%A6%AA%E0%A7%9C%E0%A7%87%E0%A6%B0-%E0%A6%AC%E0%A7%8D%E0%A6%AF%E0%A6%AC%E0%A6%B8%E0%A6%BE-%E0%A6%95%E0%A6%B0%E0%A7%87%E0%A6%A8-%E0%A6%A4%E0%A6%BE%E0%A6%B0-%E0%A6%AC%E0%A6%BE%E0%A6%AC%E0%A6%BE-%E0%A6%A7%E0%A6%B0%E0%A7%8D%E0%A6%AE%E0%A7%80%E0%A7%9F-%E0%A6%AC%E0%A6%BF%E0%A6%A7%E0%A6%BE%E0%A6%A8-%E0%A6%AE%E0%A7%87%E0%A6%A8%E0%A7%87-%E0%A6%AC%E0%A6%A8%E0%A7%8D%E0%A6%A7%E0%A7%81%E0%A6%B0-%E0%A6%AE%E0%A7%87%E0%A7%9F%E0%A7%87%E0%A6%B0-%E0%A6%B8%E0%A6%BE%E0%A6%A5%E0%A7%87-x-%E0%A6%8F%E0%A6%B0-%E0%A6%B8%E0%A6%82%E0%A6%B8%E0%A6%BE%E0%A6%B0-%E0%A6%97%E0%A7%9C%E0%A7%87""}",,,https://sattacademy.com/board-exams/social-work-2nd-paper-hsc-combined-boardall-2026/mcq,https://sattacademy.com/board-exams/social-work-2nd-paper-hsc-combined-boardall-2026/written,sattacademy,2026-09-15T18:38:16+00:00
27,written,পরিবার কী?,"{""options"": [], ""images"": [], ""marker"": ""ক"", ""li_text"": ""(ক) পরিবার কী? ১ Ans"", ""question_href"": ""https://sattacademy.com/question/%E0%A6%AA%E0%A6%B0%E0%A6%BF%E0%A6%AC%E0%A6%BE%E0%A6%B0-%E0%A6%95%E0%A7%80-30871""}",,30871,https://sattacademy.com/board-exams/social-work-2nd-paper-hsc-combined-boardall-2026/mcq,https://sattacademy.com/board-exams/social-work-2nd-paper-hsc-combined-boardall-2026/written,sattacademy,2026-09-15T18:38:16+00:00
28,written,গণমাধ্যম এর একটি উদ্দেশ্য ব্যাখ্যা কর।,"{""options"": [], ""images"": [], ""marker"": ""খ"", ""li_text"": ""(খ) গণমাধ্যম এর একটি উদ্দেশ্য ব্যাখ্যা কর। ২ Ans"", ""question_href"": ""https://sattacademy.com/question/%E0%A6%97%E0%A6%A3%E0%A6%AE%E0%A6%BE%E0%A6%A7%E0%A7%8D%E0%A6%AF%E0%A6%AE-%E0%A6%8F%E0%A6%B0-%E0%A6%8F%E0%A6%95%E0%A6%9F%E0%A6%BF-%E0%A6%89%E0%A6%A6%E0%A7%8D%E0%A6%A6%E0%A7%87%E0%A6%B6%E0%A7%8D%E0%A6%AF-%E0%A6%AC%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%96%E0%A7%8D%E0%A6%AF%E0%A6%BE-%E0%A6%95%E0%A6%B0""}",,,https://sattacademy.com/board-exams/social-work-2nd-paper-hsc-combined-boardall-2026/mcq,https://sattacademy.com/board-exams/social-work-2nd-paper-hsc-combined-boardall-2026/written,sattacademy,2026-09-15T18:38:16+00:00
29,written,'X' এর সংসার গড়ে তোলা কোন সামাজিক প্রতিষ্ঠানকে নির্দেশ করে? ব্যাখ্যা কর।,"{""options"": [], ""images"": [], ""marker"": ""গ"", ""li_text"": ""(গ) 'X' এর সংসার গড়ে তোলা কোন সামাজিক প্রতিষ্ঠানকে নির্দেশ করে? ব্যাখ্যা কর। ৩ Ans"", ""question_href"": ""https://sattacademy.com/question/x-%E0%A6%8F%E0%A6%B0-%E0%A6%B8%E0%A6%82%E0%A6%B8%E0%A6%BE%E0%A6%B0-%E0%A6%97%E0%A7%9C%E0%A7%87-%E0%A6%A4%E0%A7%8B%E0%A6%B2%E0%A6%BE-%E0%A6%95%E0%A7%8B%E0%A6%A8-%E0%A6%B8%E0%A6%BE%E0%A6%AE%E0%A6%BE%E0%A6%9C%E0%A6%BF%E0%A6%95-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%A4%E0%A6%BF%E0%A6%B7%E0%A7%8D%E0%A6%A0%E0%A6%BE%E0%A6%A8%E0%A6%95%E0%A7%87-%E0%A6%A8%E0%A6%BF%E0%A6%B0%E0%A7%8D%E0%A6%A6%E0%A7%87%E0%A6%B6-%E0%A6%95%E0%A6%B0%E0%A7%87-%E0%A6%AC%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%96%E0%A7%8D%E0%A6%AF%E0%A6%BE-%E0%A6%95%E0%A6%B0""}",,,https://sattacademy.com/board-exams/social-work-2nd-paper-hsc-combined-boardall-2026/mcq,https://sattacademy.com/board-exams/social-work-2nd-paper-hsc-combined-boardall-2026/written,sattacademy,2026-09-15T18:38:16+00:00
30,written,'X' এর বাবা কোন সামাজিক প্রতিষ্ঠানকে অনুসরণ করেন? ব্যাখ্যা কর।,"{""options"": [], ""images"": [], ""marker"": ""ঘ"", ""li_text"": ""(ঘ) 'X' এর বাবা কোন সামাজিক প্রতিষ্ঠানকে অনুসরণ করেন? ব্যাখ্যা কর। ৪ Ans"", ""question_href"": ""https://sattacademy.com/question/x-%E0%A6%8F%E0%A6%B0-%E0%A6%AC%E0%A6%BE%E0%A6%AC%E0%A6%BE-%E0%A6%95%E0%A7%8B%E0%A6%A8-%E0%A6%B8%E0%A6%BE%E0%A6%AE%E0%A6%BE%E0%A6%9C%E0%A6%BF%E0%A6%95-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%A4%E0%A6%BF%E0%A6%B7%E0%A7%8D%E0%A6%A0%E0%A6%BE%E0%A6%A8%E0%A6%95%E0%A7%87-%E0%A6%85%E0%A6%A8%E0%A7%81%E0%A6%B8%E0%A6%B0%E0%A6%A3-%E0%A6%95%E0%A6%B0%E0%A7%87%E0%A6%A8-%E0%A6%AC%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%96%E0%A7%8D%E0%A6%AF%E0%A6%BE-%E0%A6%95%E0%A6%B0""}",,,https://sattacademy.com/board-exams/social-work-2nd-paper-hsc-combined-boardall-2026/mcq,https://sattacademy.com/board-exams/social-work-2nd-paper-hsc-combined-boardall-2026/written,sattacademy,2026-09-15T18:38:16+00:00
